no_curso	no_grau	no_turno	no_campus	sg_uf_campus	no_municipio_campus	no_ies	sg_ies	co_concorrencia	tp_mod_concorrencia	no_concorrencia	qt_vagas	qt_vagas_concorrencia	nu_nota_corte
PEDAGOGIA	Licenciatura	Noturno	TO	Palmas	UFT	FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS	CAMPUS UNIVERSITÁRIO DE PALMAS	0	A	Ampla concorrência	8	8	593.91
PEDAGOGIA	Licenciatura	Noturno	TO	Miracema do Tocantins	UFT	FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS	CAMPUS UNIVERSITÁRIO DE MIRACEMA	0	A	Ampla concorrência	8	8	553.98
PSICOLOGIA	Bacharelado	Integral	TO	Miracema do Tocantins	UFT	FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS	CAMPUS UNIVERSITÁRIO DE MIRACEMA	0	A	Ampla concorrência	8	8	663.07
QUÍMICA	Licenciatura	Matutino	TO	Araguaína	UFT	FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS	CAMPUS UNIVERSITÁRIO DE ARAGUAÍNA - CIMBA	0	A	Ampla concorrência	5	5	594.73
QUÍMICA AMBIENTAL	Bacharelado	Integral	TO	Gurupi	UFT	FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS	CAMPUS UNIVERSITÁRIO DE GURUPI	0	A	Ampla concorrência	8	8	562.78
RELAÇÕES INTERNACIONAIS	Bacharelado	Vespertino	TO	Porto Nacional	UFT	FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS	CAMPUS UNIVERSITÁRIO DE PORTO NACIONAL	0	A	Ampla concorrência	8	8	696.60
SERVIÇO SOCIAL	Bacharelado	Matutino	TO	Miracema do Tocantins	UFT	FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS	CAMPUS UNIVERSITÁRIO DE MIRACEMA	0	A	Ampla concorrência	8	8	557.23
TEATRO	Licenciatura	Noturno	TO	Palmas	UFT	FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS	CAMPUS UNIVERSITÁRIO DE PALMAS	0	A	Ampla concorrência	8	8	573.88
TURISMO PATRIMONIAL E SOCIOAMBIENTAL	Tecnológico	Noturno	TO	Arraias	UFT	FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS	CAMPUS UNIVERSITÁRIO DE ARRAIAS	0	A	Ampla concorrência	8	8	566.61
ZOOTECNIA	Bacharelado	Integral	TO	Araguaína	UFT	FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS	CAMPUS UNIVERSITÁRIO DE ARAGUAÍNA - EMVZ	0	A	Ampla concorrência	8	8	611.80
ADMINISTRAÇÃO	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	ESCOLA DE ADMINISTRAÇÃO - CAMPUS CENTRO	0	A	Ampla concorrência	12	12	739.39
ADMINISTRAÇÃO	Bacharelado	Noturno	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	ESCOLA DE ADMINISTRAÇÃO - CAMPUS CENTRO	0	A	Ampla concorrência	24	24	722.59
ADMINISTRAÇÃO PÚBLICA E SOCIAL	Bacharelado	Noturno	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	ESCOLA DE ADMINISTRAÇÃO - CAMPUS CENTRO	0	A	Ampla concorrência	12	12	692.09
AGRONOMIA	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	FACULDADE DE AGRONOMIA	0	A	Ampla concorrência	13	13	651.98
ARQUITETURA E URBANISMO	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	FACULDADE DE ARQUITETURA - CAMPUS CENTRO	0	A	Ampla concorrência	16	16	708.96
ARQUIVOLOGIA	Bacharelado	Noturno	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	FACULDADE DE BIBLIOTECONOMIA E COMUNICAÇÃO - CAMPUS SAÚDE	0	A	Ampla concorrência	4	4	669.81
ARTES VISUAIS	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	INSTITUTO DE ARTES - CAMPUS CENTRO	0	A	Ampla concorrência	6	6	720.78
ARTES VISUAIS	Licenciatura	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	INSTITUTO DE ARTES - CAMPUS CENTRO	0	A	Ampla concorrência	6	6	708.33
BIBLIOTECONOMIA	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	FACULDADE DE BIBLIOTECONOMIA E COMUNICAÇÃO - CAMPUS SAÚDE	0	A	Ampla concorrência	11	11	641.92
BIOMEDICINA	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	INSTITUTO DE CIÊNCIAS BÁSICAS DA SAÚDE - CAMPUS CENTRO	0	A	Ampla concorrência	5	5	721.82
BIOTECNOLOGIA	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	CAMPUS DO VALE	0	A	Ampla concorrência	4	4	727.30
CIÊNCIA DA COMPUTAÇÃO	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	CAMPUS DO VALE	0	A	Ampla concorrência	15	15	734.15
CIÊNCIAS ATUARIAIS	Bacharelado	Noturno	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	FACULDADE DE CIÊNCIAS ECONÔMICAS - CAMPUS CENTRO	0	A	Ampla concorrência	6	6	719.93
CIÊNCIAS BIOLÓGICAS	Licenciatura	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	CAMPUS DO VALE	0	A	Ampla concorrência	4	4	690.79
CIÊNCIAS BIOLÓGICAS	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	CAMPUS DO VALE	0	A	Ampla concorrência	10	10	700.08
CIÊNCIAS CONTÁBEIS	Bacharelado	Noturno	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	FACULDADE DE CIÊNCIAS ECONÔMICAS - CAMPUS CENTRO	0	A	Ampla concorrência	21	21	674.63
CIÊNCIAS ECONÔMICAS	Bacharelado	Noturno	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	FACULDADE DE CIÊNCIAS ECONÔMICAS - CAMPUS CENTRO	0	A	Ampla concorrência	12	12	725.84
CIÊNCIAS ECONÔMICAS	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	FACULDADE DE CIÊNCIAS ECONÔMICAS - CAMPUS CENTRO	0	A	Ampla concorrência	10	10	738.52
CIÊNCIAS JURÍDICAS E SOCIAIS	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	FACULDADE DE DIREITO	0	A	Ampla concorrência	21	21	717.34
CIÊNCIAS JURÍDICAS E SOCIAIS	Bacharelado	Noturno	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	FACULDADE DE DIREITO	0	A	Ampla concorrência	31	31	708.01
CIÊNCIAS SOCIAIS	Bacharelado	Noturno	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	CAMPUS DO VALE	0	A	Ampla concorrência	7	7	687.55
CIÊNCIAS SOCIAIS	Licenciatura	Noturno	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	CAMPUS DO VALE	0	A	Ampla concorrência	7	7	673.83
CIÊNCIAS SOCIAIS	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	CAMPUS DO VALE	0	A	Ampla concorrência	5	5	695.98
CIÊNCIAS SOCIAIS	Licenciatura	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	CAMPUS DO VALE	0	A	Ampla concorrência	5	5	685.98
COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	FACULDADE DE BIBLIOTECONOMIA E COMUNICAÇÃO - CAMPUS SAÚDE	0	A	Ampla concorrência	7	7	706.70
DANÇA	Licenciatura	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	ESCOLA DE EDUCAÇÃO FÍSICA, FISIOTERAPIA E DANÇA - CAMPUS OLÍMPICO	0	A	Ampla concorrência	4	4	674.43
DESIGN DE PRODUTO	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	FACULDADE DE ARQUITETURA - CAMPUS CENTRO	0	A	Ampla concorrência	6	6	683.17
DESIGN VISUAL	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	FACULDADE DE ARQUITETURA - CAMPUS CENTRO	0	A	Ampla concorrência	6	6	693.18
EDUCAÇÃO FÍSICA	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	ESCOLA DE EDUCAÇÃO FÍSICA, FISIOTERAPIA E DANÇA - CAMPUS OLÍMPICO	0	A	Ampla concorrência	12	12	666.04
EDUCAÇÃO FÍSICA	Licenciatura	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	ESCOLA DE EDUCAÇÃO FÍSICA, FISIOTERAPIA E DANÇA - CAMPUS OLÍMPICO	0	A	Ampla concorrência	12	12	646.59
ENFERMAGEM	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	ESCOLA DE ENFERMAGEM - CAMPUS DA SAÚDE	0	A	Ampla concorrência	16	16	675.31
ENGENHARIA AMBIENTAL	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	CAMPUS DO VALE	0	A	Ampla concorrência	5	5	705.70
ENGENHARIA CARTOGRÁFICA	Bacharelado	Noturno	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	CAMPUS DO VALE	0	A	Ampla concorrência	4	4	640.11
ENGENHARIA CIVIL	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	ESCOLA DE ENGENHARIA	0	A	Ampla concorrência	24	24	713.31
ENGENHARIA DE ALIMENTOS	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	CAMPUS DO VALE	0	A	Ampla concorrência	5	5	702.58
ENGENHARIA DE COMPUTAÇÃO	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	CAMPUS DO VALE	0	A	Ampla concorrência	9	9	754.64
ENGENHARIA DE CONTROLE E AUTOMAÇÃO	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	ESCOLA DE ENGENHARIA	0	A	Ampla concorrência	5	5	728.82
ENGENHARIA DE ENERGIA	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	ESCOLA DE ENGENHARIA	0	A	Ampla concorrência	4	4	716.64
ENGENHARIA DE MATERIAIS	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	ESCOLA DE ENGENHARIA	0	A	Ampla concorrência	6	6	684.85
ENGENHARIA DE MINAS	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	ESCOLA DE ENGENHARIA	0	A	Ampla concorrência	4	4	668.67
ENGENHARIA DE PRODUÇÃO	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	ESCOLA DE ENGENHARIA	0	A	Ampla concorrência	11	11	722.89
ENGENHARIA ELÉTRICA	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	ESCOLA DE ENGENHARIA	0	A	Ampla concorrência	13	13	739.89
ENGENHARIA FÍSICA	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	CAMPUS DO VALE	0	A	Ampla concorrência	5	5	736.59
ENGENHARIA HÍDRICA	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	CAMPUS DO VALE	0	A	Ampla concorrência	4	4	676.12
ENGENHARIA MECÂNICA	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	ESCOLA DE ENGENHARIA(MECÂNICA) - CAMPUS DO CENTRO	0	A	Ampla concorrência	18	18	725.88
ENGENHARIA METALÚRGICA	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	ESCOLA DE ENGENHARIA	0	A	Ampla concorrência	10	10	670.48
ENGENHARIA QUÍMICA	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	ESCOLA DE ENGENHARIA	0	A	Ampla concorrência	18	18	729.93
ESTATÍSTICA	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	CAMPUS DO VALE	0	A	Ampla concorrência	6	6	696.57
FARMÁCIA	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	FACULDADE DE FARMÁCIA - CAMPUS DA SAÚDE	0	A	Ampla concorrência	18	18	681.05
FILOSOFIA	Licenciatura	Noturno	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	CAMPUS DO VALE	0	A	Ampla concorrência	6	6	671.27
FILOSOFIA	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	CAMPUS DO VALE	0	A	Ampla concorrência	4	4	679.64
FÍSICA	Licenciatura	Noturno	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	CAMPUS DO VALE	0	A	Ampla concorrência	5	5	676.08
FÍSICA	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	CAMPUS DO VALE	0	A	Ampla concorrência	12	12	718.42
FÍSICA	Licenciatura	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	CAMPUS DO VALE	0	A	Ampla concorrência	5	5	681.44
FISIOTERAPIA	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	ESCOLA DE EDUCAÇÃO FÍSICA, FISIOTERAPIA E DANÇA - CAMPUS OLÍMPICO	0	A	Ampla concorrência	4	4	682.47
FONOAUDIOLOGIA	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	FACULDADE DE ODONTOLOGIA	0	A	Ampla concorrência	4	4	705.15
GEOGRAFIA	Licenciatura	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	CAMPUS DO VALE	0	A	Ampla concorrência	2	2	661.74
GEOGRAFIA	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	CAMPUS DO VALE	0	A	Ampla concorrência	2	2	659.48
GEOGRAFIA	Bacharelado	Noturno	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	CAMPUS DO VALE	0	A	Ampla concorrência	2	2	667.03
GEOGRAFIA	Licenciatura	Noturno	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	CAMPUS DO VALE	0	A	Ampla concorrência	2	2	680.16
GEOLOGIA	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	CAMPUS DO VALE	0	A	Ampla concorrência	6	6	676.15
HISTÓRIA	Licenciatura	Noturno	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	CAMPUS DO VALE	0	A	Ampla concorrência	7	7	683.20
HISTÓRIA	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	CAMPUS DO VALE	0	A	Ampla concorrência	1	1	697.54
HISTÓRIA	Bacharelado	Noturno	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	CAMPUS DO VALE	0	A	Ampla concorrência	2	2	703.32
HISTÓRIA	Licenciatura	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	CAMPUS DO VALE	0	A	Ampla concorrência	6	6	697.98
HISTÓRIA DA ARTE	Bacharelado	Noturno	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	INSTITUTO DE ARTES - CAMPUS CENTRO	0	A	Ampla concorrência	4	4	737.72
INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA	Bacharelado	Integral	RS	Tramandaí	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	CAMPUS LITORAL NORTE	0	A	Ampla concorrência	27	27	601.19
JORNALISMO	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	FACULDADE DE BIBLIOTECONOMIA E COMUNICAÇÃO - CAMPUS SAÚDE	0	A	Ampla concorrência	7	7	728.39
LETRAS	Licenciatura	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	CAMPUS DO VALE	0	A	Ampla concorrência	20	20	683.86
LETRAS	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	CAMPUS DO VALE	0	A	Ampla concorrência	18	18	674.54
MATEMÁTICA	Licenciatura	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	CAMPUS DO VALE	0	A	Ampla concorrência	7	7	690.36
MATEMÁTICA	Licenciatura	Noturno	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	CAMPUS DO VALE	0	A	Ampla concorrência	7	7	673.92
MATEMÁTICA	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	CAMPUS DO VALE	0	A	Ampla concorrência	7	7	696.63
MEDICINA	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	FACULDADE DE MEDICINA - CAMPUS SAÚDE	0	A	Ampla concorrência	21	21	789.73
MEDICINA VETERINÁRIA	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	FACULDADE DE VETERINÁRIA - CAMPUS DO VALE	0	A	Ampla concorrência	14	14	700.44
MUSEOLOGIA	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	FACULDADE DE BIBLIOTECONOMIA E COMUNICAÇÃO - CAMPUS SAÚDE	0	A	Ampla concorrência	4	4	630.59
NUTRIÇÃO	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	FACULDADE DE MEDICINA - CAMPUS SAÚDE	0	A	Ampla concorrência	9	9	700.60
ODONTOLOGIA	Bacharelado	Noturno	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	FACULDADE DE ODONTOLOGIA	0	A	Ampla concorrência	4	4	700.58
ODONTOLOGIA	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	FACULDADE DE ODONTOLOGIA	0	A	Ampla concorrência	13	13	701.94
PEDAGOGIA	Licenciatura	Matutino	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	FACULDADE DE EDUCAÇÃO - CAMPUS CENTRO	0	A	Ampla concorrência	18	18	644.39
POLÍTICAS PÚBLICAS	Bacharelado	Noturno	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	CAMPUS DO VALE	0	A	Ampla concorrência	7	7	684.94
PSICOLOGIA	Bacharelado	Noturno	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	INSTITUTO DE PSICOLOGIA	0	A	Ampla concorrência	4	4	741.58
PSICOLOGIA	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	INSTITUTO DE PSICOLOGIA	0	A	Ampla concorrência	6	6	746.34
QUÍMICA	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	CAMPUS DO VALE	0	A	Ampla concorrência	10	10	691.72
QUÍMICA	Licenciatura	Noturno	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	CAMPUS DO VALE	0	A	Ampla concorrência	3	3	684.79
QUÍMICA INDUSTRIAL	Bacharelado	Noturno	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	CAMPUS DO VALE	0	A	Ampla concorrência	3	3	690.20
RELAÇÕES INTERNACIONAIS	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	FACULDADE DE CIÊNCIAS ECONÔMICAS - CAMPUS CENTRO	0	A	Ampla concorrência	9	9	763.03
RELAÇÕES PÚBLICAS	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	FACULDADE DE BIBLIOTECONOMIA E COMUNICAÇÃO - CAMPUS SAÚDE	0	A	Ampla concorrência	7	7	696.87
SAÚDE COLETIVA	Bacharelado	Noturno	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	ESCOLA DE ENFERMAGEM - CAMPUS DA SAÚDE	0	A	Ampla concorrência	9	9	632.30
SERVIÇO SOCIAL	Bacharelado	Noturno	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	INSTITUTO DE PSICOLOGIA	0	A	Ampla concorrência	4	4	688.12
TEATRO	Licenciatura	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	INSTITUTO DE ARTES	0	A	Ampla concorrência	2	2	718.93
TEATRO	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	INSTITUTO DE ARTES - CAMPUS CENTRO	0	A	Ampla concorrência	3	3	735.10
ZOOTECNIA	Bacharelado	Integral	RS	Porto Alegre	UFRGS	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	FACULDADE DE AGRONOMIA	0	A	Ampla concorrência	7	7	646.80
ADMINISTRAÇÃO	Bacharelado	Integral	PI	Parnaíba	UFPI	UNIVERSIDADE FEDERAL DO PIAUÍ	CAMPUS DE PARNAÍBA	0	A	Ampla concorrência	28	28	632.69
ADMINISTRAÇÃO	Bacharelado	Integral	PI	Teresina	UFPI	UNIVERSIDADE FEDERAL DO PIAUÍ	CAMPUS MINISTRO PETRÔNIO PORTELLA - UNIDADE SEDE	0	A	Ampla concorrência	25	25	677.28
ADMINISTRAÇÃO	Bacharelado	Integral	PI	Floriano	UFPI	UNIVERSIDADE FEDERAL DO PIAUÍ	CAMPUS AMILCAR FERREIRA SOBRAL	0	A	Ampla concorrência	25	25	605.08
ADMINISTRAÇÃO	Bacharelado	Integral	PI	Picos	UFPI	UNIVERSIDADE FEDERAL DO PIAUÍ	CAMPUS SENADOR HELVÍDIO NUNES DE BARROS	0	A	Ampla concorrência	25	25	608.37
ARQUEOLOGIA	Bacharelado	Integral	PI	Teresina	UFPI	UNIVERSIDADE FEDERAL DO PIAUÍ	CAMPUS MINISTRO PETRÔNIO PORTELLA - UNIDADE SEDE	0	A	Ampla concorrência	20	20	629.23
ARQUITETURA E URBANISMO	Bacharelado	Integral	PI	Teresina	UFPI	UNIVERSIDADE FEDERAL DO PIAUÍ	CAMPUS MINISTRO PETRÔNIO PORTELLA - UNIDADE SEDE	0	A	Ampla concorrência	15	15	724.08
BIOMEDICINA	Bacharelado	Integral	PI	Parnaíba	UFPI	UNIVERSIDADE FEDERAL DO PIAUÍ	CAMPUS DE PARNAÍBA	0	A	Ampla concorrência	25	25	690.28
CIÊNCIA DA COMPUTAÇÃO	Bacharelado	Integral	PI	Teresina	UFPI	UNIVERSIDADE FEDERAL DO PIAUÍ	CAMPUS MINISTRO PETRÔNIO PORTELLA - UNIDADE SEDE	0	A	Ampla concorrência	18	18	720.93
CIÊNCIA POLÍTICA	Bacharelado	Noturno	PI	Teresina	UFPI	UNIVERSIDADE FEDERAL DO PIAUÍ	CAMPUS MINISTRO PETRÔNIO PORTELLA - UNIDADE SEDE	0	A	Ampla concorrência	20	20	637.88
CIÊNCIAS BIOLÓGICAS	Licenciatura	Noturno	PI	Parnaíba	UFPI	UNIVERSIDADE FEDERAL DO PIAUÍ	CAMPUS DE PARNAÍBA	0	A	Ampla concorrência	25	25	613.92
CIÊNCIAS BIOLÓGICAS	Bacharelado	Integral	PI	Teresina	UFPI	UNIVERSIDADE FEDERAL DO PIAUÍ	CAMPUS MINISTRO PETRÔNIO PORTELLA - UNIDADE SEDE	0	A	Ampla concorrência	18	18	647.55
CIÊNCIAS BIOLÓGICAS	Licenciatura	Integral	PI	Floriano	UFPI	UNIVERSIDADE FEDERAL DO PIAUÍ	CAMPUS AMILCAR FERREIRA SOBRAL	0	A	Ampla concorrência	20	20	570.90
CIÊNCIAS BIOLÓGICAS	Licenciatura	Integral	PI	Teresina	UFPI	UNIVERSIDADE FEDERAL DO PIAUÍ	CAMPUS MINISTRO PETRÔNIO PORTELLA - UNIDADE SEDE	0	A	Ampla concorrência	20	20	637.72
