no_curso	no_grau	no_turno	no_campus	sg_uf_campus	no_municipio_campus	no_ies	sg_ies	co_concorrencia	tp_mod_concorrencia	no_concorrencia	qt_vagas	qt_vagas_concorrencia	nu_nota_corte
AGROINDÚSTRIA	Tecnológico	Integral	CE	Ubajara	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE UBAJARA	0	A	Ampla concorrência	17	17	399.78
AGRONOMIA	Bacharelado	Integral	CE	Limoeiro do Norte	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE LIMOEIRO DO NORTE	0	A	Ampla concorrência	20	20	447.43
ALIMENTOS	Tecnológico	Matutino	CE	Limoeiro do Norte	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE LIMOEIRO DO NORTE	0	A	Ampla concorrência	20	20	500.93
ALIMENTOS	Tecnológico	Integral	CE	Sobral	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE SOBRAL	0	A	Ampla concorrência	17	17	530.97
ARTES VISUAIS	Licenciatura	Matutino	CE	Fortaleza	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE FORTALEZA	0	A	Ampla concorrência	17	17	545.93
AUTOMAÇÃO INDUSTRIAL	Tecnológico	Noturno	CE	Juazeiro do Norte	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE JUAZEIRO DO NORTE	0	A	Ampla concorrência	17	17	505.30
CIÊNCIA DA COMPUTAÇÃO	Bacharelado	Integral	CE	Maracanaú	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE MARACANAÚ	0	A	Ampla concorrência	30	30	476.90
CIÊNCIA DA COMPUTAÇÃO	Bacharelado	Noturno	CE	Aracati	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS ARACATI	0	A	Ampla concorrência	15	15	489.15
CIÊNCIA DA COMPUTAÇÃO	Bacharelado	Noturno	CE	Tianguá	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE TIANGUÁ	0	A	Ampla concorrência	17	17	509.75
CIÊNCIAS BIOLÓGICAS	Licenciatura	Vespertino	CE	Acopiara	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS ACOPIARA	0	A	Ampla concorrência	17	17	481.00
CIÊNCIAS BIOLÓGICAS	Licenciatura	Matutino	CE	Paracuru	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS PARACURU	0	A	Ampla concorrência	17	17	447.58
CIÊNCIAS BIOLÓGICAS	Licenciatura	Noturno	CE	Jaguaribe	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE JAGUARIBE	0	A	Ampla concorrência	15	15	.00
CIÊNCIAS BIOLÓGICAS	Licenciatura	Vespertino	CE	Acaraú	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE ACARAÚ	0	A	Ampla concorrência	17	17	491.70
CONSTRUÇÃO DE EDIFÍCIOS	Tecnológico	Vespertino	CE	Juazeiro do Norte	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE JUAZEIRO DO NORTE	0	A	Ampla concorrência	20	20	475.83
EDUCAÇÃO FÍSICA	Licenciatura	Matutino	CE	Canindé	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE CANINDÉ	0	A	Ampla concorrência	17	17	503.66
EDUCAÇÃO FÍSICA	Licenciatura	Integral	CE	Juazeiro do Norte	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE JUAZEIRO DO NORTE	0	A	Ampla concorrência	17	17	550.83
EDUCAÇÃO FÍSICA	Licenciatura	Integral	CE	Limoeiro do Norte	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE LIMOEIRO DO NORTE	0	A	Ampla concorrência	20	20	509.25
ENGENHARIA AMBIENTAL	Bacharelado	Integral	CE	Juazeiro do Norte	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE JUAZEIRO DO NORTE	0	A	Ampla concorrência	17	17	503.90
ENGENHARIA AMBIENTAL E SANITÁRIA	Bacharelado	Integral	CE	Maracanaú	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE MARACANAÚ	0	A	Ampla concorrência	20	20	.00
ENGENHARIA AMBIENTAL E SANITÁRIA	Bacharelado	Vespertino	CE	Quixadá	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE QUIXADÁ	0	A	Ampla concorrência	15	15	491.70
ENGENHARIA CIVIL	Bacharelado	Matutino	CE	Fortaleza	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE FORTALEZA	0	A	Ampla concorrência	15	15	496.78
ENGENHARIA CIVIL	Bacharelado	Matutino	CE	Morada Nova	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE MORADA NOVA	0	A	Ampla concorrência	15	15	493.33
ENGENHARIA CIVIL	Bacharelado	Integral	CE	Quixadá	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE QUIXADÁ	0	A	Ampla concorrência	17	17	474.14
ENGENHARIA DE AQUICULTURA	Bacharelado	Vespertino	CE	Morada Nova	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE MORADA NOVA	0	A	Ampla concorrência	15	15	.00
ENGENHARIA DE AQUICULTURA	Bacharelado	Vespertino	CE	Aracati	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS ARACATI	0	A	Ampla concorrência	20	20	.00
ENGENHARIA DE COMPUTAÇÃO	Bacharelado	Integral	CE	Fortaleza	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE FORTALEZA	0	A	Ampla concorrência	20	20	.00
ENGENHARIA DE MECATRÔNICA	Bacharelado	Matutino	CE	Fortaleza	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE FORTALEZA	0	A	Ampla concorrência	15	15	579.87
ENGENHARIA DE PRODUÇÃO CIVIL	Bacharelado	Matutino	CE	Quixadá	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE QUIXADÁ	0	A	Ampla concorrência	15	15	438.96
ENGENHARIA DE TELECOMUNICAÇÕES	Bacharelado	Integral	CE	Fortaleza	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE FORTALEZA	0	A	Ampla concorrência	20	20	.00
ENGENHARIA MECÂNICA	Bacharelado	Integral	CE	Maracanaú	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE MARACANAÚ	0	A	Ampla concorrência	15	15	.00
ESTRADAS	Tecnológico	Noturno	CE	Fortaleza	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE FORTALEZA	0	A	Ampla concorrência	15	15	.00
FÍSICA	Licenciatura	Vespertino	CE	Fortaleza	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE FORTALEZA	0	A	Ampla concorrência	15	15	.00
FÍSICA	Licenciatura	Noturno	CE	Maranguape	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS MARANGUAPE	0	A	Ampla concorrência	20	20	.00
FÍSICA	Licenciatura	Noturno	CE	Tianguá	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE TIANGUÁ	0	A	Ampla concorrência	17	17	450.32
FÍSICA	Licenciatura	Vespertino	CE	Acaraú	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE ACARAÚ	0	A	Ampla concorrência	20	20	449.55
FÍSICA	Licenciatura	Noturno	CE	Itapipoca	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS ITAPIPOCA	0	A	Ampla concorrência	17	17	522.49
FÍSICA	Licenciatura	Noturno	CE	Cedro	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE CEDRO	0	A	Ampla concorrência	15	15	410.99
FÍSICA	Licenciatura	Noturno	CE	Crateús	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE CRATEÚS	0	A	Ampla concorrência	20	20	463.85
FÍSICA	Licenciatura	Noturno	CE	Sobral	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE SOBRAL	0	A	Ampla concorrência	17	17	480.63
FÍSICA	Licenciatura	Matutino	CE	Horizonte	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS HORIZONTE	0	A	Ampla concorrência	17	17	423.36
GASTRONOMIA	Tecnológico	Integral	CE	Ubajara	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE UBAJARA	0	A	Ampla concorrência	17	17	498.47
GASTRONOMIA	Tecnológico	Matutino	CE	Baturité	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE BATURITÉ	0	A	Ampla concorrência	17	17	531.31
GEOGRAFIA	Licenciatura	Noturno	CE	Crateús	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE CRATEÚS	0	A	Ampla concorrência	20	20	526.38
GEOGRAFIA	Licenciatura	Matutino	CE	Iguatu	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE IGUATU	0	A	Ampla concorrência	15	15	544.70
GEOGRAFIA	Licenciatura	Noturno	CE	Quixadá	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE QUIXADÁ	0	A	Ampla concorrência	20	20	526.72
GESTÃO AMBIENTAL	Tecnológico	Vespertino	CE	Camocim	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE CAMOCIM	0	A	Ampla concorrência	15	15	495.88
GESTÃO AMBIENTAL	Tecnológico	Noturno	CE	Fortaleza	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE FORTALEZA	0	A	Ampla concorrência	15	15	503.90
GESTÃO AMBIENTAL	Tecnológico	Matutino	CE	Paracuru	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS PARACURU	0	A	Ampla concorrência	17	17	452.24
GESTÃO DE TURISMO	Tecnológico	Vespertino	CE	Canindé	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE CANINDÉ	0	A	Ampla concorrência	17	17	505.70
GESTÃO DESPORTIVA E DE LAZER	Tecnológico	Noturno	CE	Fortaleza	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE FORTALEZA	0	A	Ampla concorrência	15	15	478.76
HOTELARIA	Tecnológico	Noturno	CE	Fortaleza	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE FORTALEZA	0	A	Ampla concorrência	15	15	552.64
HOTELARIA	Tecnológico	Matutino	CE	Aracati	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS ARACATI	0	A	Ampla concorrência	15	15	475.28
HOTELARIA	Tecnológico	Noturno	CE	Baturité	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE BATURITÉ	0	A	Ampla concorrência	17	17	480.36
IRRIGAÇÃO E DRENAGEM	Tecnológico	Integral	CE	Sobral	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE SOBRAL	0	A	Ampla concorrência	17	17	509.19
LETRAS - PORTUGUÊS E INGLÊS	Licenciatura	Integral	CE	Camocim	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE CAMOCIM	0	A	Ampla concorrência	15	15	453.09
LETRAS - PORTUGUÊS E INGLÊS	Licenciatura	Matutino	CE	Tianguá	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE TIANGUÁ	0	A	Ampla concorrência	17	17	516.22
LETRAS - PORTUGUÊS E INGLÊS	Licenciatura	Integral	CE	Umirim	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS UMIRIM	0	A	Ampla concorrência	20	20	.00
LETRAS - PORTUGUÊS E INGLÊS E RESPECTIVAS LITERATURAS	Licenciatura	Integral	CE	Tauá	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE TAUÁ	0	A	Ampla concorrência	20	20	.00
MATEMÁTICA	Licenciatura	Noturno	CE	Caucaia	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS CAUCAIA	0	A	Ampla concorrência	17	17	.00
MATEMÁTICA	Licenciatura	Matutino	CE	Juazeiro do Norte	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE JUAZEIRO DO NORTE	0	A	Ampla concorrência	17	17	511.46
MATEMÁTICA	Licenciatura	Noturno	CE	Crateús	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE CRATEÚS	0	A	Ampla concorrência	20	20	459.00
MATEMÁTICA	Licenciatura	Noturno	CE	Maracanaú	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE MARACANAÚ	0	A	Ampla concorrência	20	20	.00
MATEMÁTICA	Licenciatura	Noturno	CE	Maranguape	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS MARANGUAPE	0	A	Ampla concorrência	20	20	.00
MATEMÁTICA	Licenciatura	Vespertino	CE	Fortaleza	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE FORTALEZA	0	A	Ampla concorrência	20	20	.00
MATEMÁTICA	Licenciatura	Noturno	CE	Cedro	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE CEDRO	0	A	Ampla concorrência	15	15	.00
MATEMÁTICA	Licenciatura	Matutino	CE	Canindé	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE CANINDÉ	0	A	Ampla concorrência	15	15	.00
MECATRÔNICA INDUSTRIAL	Tecnológico	Matutino	CE	Cedro	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE CEDRO	0	A	Ampla concorrência	15	15	.00
MECATRÔNICA INDUSTRIAL	Tecnológico	Noturno	CE	Fortaleza	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE FORTALEZA	0	A	Ampla concorrência	15	15	527.80
MECATRÔNICA INDUSTRIAL	Tecnológico	Matutino	CE	Limoeiro do Norte	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE LIMOEIRO DO NORTE	0	A	Ampla concorrência	20	20	.00
MECATRÔNICA INDUSTRIAL	Tecnológico	Integral	CE	Sobral	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE SOBRAL	0	A	Ampla concorrência	17	17	503.46
MÚSICA	Licenciatura	Noturno	CE	Crateús	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE CRATEÚS	0	A	Ampla concorrência	16	16	.00
MÚSICA	Licenciatura	Noturno	CE	Canindé	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE CANINDÉ	0	A	Ampla concorrência	15	15	.00
MÚSICA	Licenciatura	Noturno	CE	Limoeiro do Norte	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE LIMOEIRO DO NORTE	0	A	Ampla concorrência	20	20	.00
PEDAGOGIA	Licenciatura	Noturno	CE	Canindé	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE CANINDÉ	0	A	Ampla concorrência	17	17	512.67
PROCESSOS QUÍMICOS	Tecnológico	Noturno	CE	Fortaleza	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE FORTALEZA	0	A	Ampla concorrência	15	15	.00
QUÍMICA	Licenciatura	Noturno	CE	Quixadá	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE QUIXADÁ	0	A	Ampla concorrência	17	17	506.06
QUÍMICA	Licenciatura	Noturno	CE	Iguatu	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE IGUATU	0	A	Ampla concorrência	15	15	514.93
QUÍMICA	Licenciatura	Noturno	CE	Ubajara	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE UBAJARA	0	A	Ampla concorrência	17	17	.00
QUÍMICA	Licenciatura	Integral	CE	Maracanaú	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE MARACANAÚ	0	A	Ampla concorrência	20	20	.00
QUÍMICA	Licenciatura	Noturno	CE	Caucaia	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS CAUCAIA	0	A	Ampla concorrência	17	17	.00
QUÍMICA	Licenciatura	Noturno	CE	Boa Viagem	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS BOA VIAGEM	0	A	Ampla concorrência	17	17	465.50
QUÍMICA	Licenciatura	Noturno	CE	Aracati	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS ARACATI	0	A	Ampla concorrência	15	15	.00
QUÍMICA	Licenciatura	Noturno	CE	Camocim	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE CAMOCIM	0	A	Ampla concorrência	15	15	428.51
REDES DE COMPUTADORES	Tecnológico	Noturno	CE	Jaguaribe	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE JAGUARIBE	0	A	Ampla concorrência	15	15	.00
REDES DE COMPUTADORES	Tecnológico	Noturno	CE	Canindé	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE CANINDÉ	0	A	Ampla concorrência	17	17	466.56
SANEAMENTO AMBIENTAL	Tecnológico	Matutino	CE	Fortaleza	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE FORTALEZA	0	A	Ampla concorrência	15	15	.00
SANEAMENTO AMBIENTAL	Tecnológico	Integral	CE	Sobral	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE SOBRAL	0	A	Ampla concorrência	17	17	536.20
SANEAMENTO AMBIENTAL	Tecnológico	Matutino	CE	Limoeiro do Norte	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE LIMOEIRO DO NORTE	0	A	Ampla concorrência	20	20	.00
SERVIÇO SOCIAL	Bacharelado	Noturno	CE	Iguatu	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE IGUATU	0	A	Ampla concorrência	17	17	557.98
SISTEMAS DE INFORMAÇÃO	Bacharelado	Noturno	CE	Cedro	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE CEDRO	0	A	Ampla concorrência	15	15	461.83
SISTEMAS DE INFORMAÇÃO	Bacharelado	Noturno	CE	Crato	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE CRATO	0	A	Ampla concorrência	15	15	535.98
TEATRO	Licenciatura	Vespertino	CE	Fortaleza	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE FORTALEZA	0	A	Ampla concorrência	12	12	539.72
TELEMÁTICA	Tecnológico	Integral	CE	Tauá	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE TAUÁ	0	A	Ampla concorrência	15	15	441.11
TELEMÁTICA	Tecnológico	Noturno	CE	Fortaleza	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE FORTALEZA	0	A	Ampla concorrência	15	15	.00
TURISMO	Bacharelado	Vespertino	CE	Fortaleza	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE FORTALEZA	0	A	Ampla concorrência	12	12	562.65
ZOOTECNIA	Bacharelado	Matutino	CE	Crato	IFCE	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ	CAMPUS DE CRATO	0	A	Ampla concorrência	15	15	523.18
ABI - LETRAS	Área Básica de Ingresso (ABI)	Matutino	TO	Araguaína	UFT	FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS	CAMPUS UNIVERSITÁRIO DE ARAGUAÍNA - CIMBA	0	A	Ampla concorrência	8	8	614.34
ABI - LETRAS	Área Básica de Ingresso (ABI)	Matutino	TO	Porto Nacional	UFT	FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS	CAMPUS UNIVERSITÁRIO DE PORTO NACIONAL	0	A	Ampla concorrência	8	8	588.86
ADMINISTRAÇÃO	Bacharelado	Noturno	TO	Palmas	UFT	FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS	CAMPUS UNIVERSITÁRIO DE PALMAS	0	A	Ampla concorrência	8	8	652.98
AGRONOMIA	Bacharelado	Integral	TO	Gurupi	UFT	FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS	CAMPUS UNIVERSITÁRIO DE GURUPI	0	A	Ampla concorrência	8	8	615.32
ARQUITETURA E URBANISMO	Bacharelado	Integral	TO	Palmas	UFT	FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS	CAMPUS UNIVERSITÁRIO DE PALMAS	0	A	Ampla concorrência	4	4	717.36
BIOLOGIA	Licenciatura	Matutino	TO	Araguaína	UFT	FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS	CAMPUS UNIVERSITÁRIO DE ARAGUAÍNA - CIMBA	0	A	Ampla concorrência	5	5	638.08
CIÊNCIA DA COMPUTAÇÃO	Bacharelado	Integral	TO	Palmas	UFT	FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS	CAMPUS UNIVERSITÁRIO DE PALMAS	0	A	Ampla concorrência	8	8	659.26
CIÊNCIAS BIOLÓGICAS	Bacharelado	Integral	TO	Porto Nacional	UFT	FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS	CAMPUS UNIVERSITÁRIO DE PORTO NACIONAL	0	A	Ampla concorrência	5	5	629.47
CIÊNCIAS CONTÁBEIS	Bacharelado	Noturno	TO	Palmas	UFT	FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS	CAMPUS UNIVERSITÁRIO DE PALMAS	0	A	Ampla concorrência	8	8	647.14
CIÊNCIAS ECONÔMICAS	Bacharelado	Noturno	TO	Palmas	UFT	FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS	CAMPUS UNIVERSITÁRIO DE PALMAS	0	A	Ampla concorrência	8	8	658.66
